Date,Open,High,Low,Close,Adj Close,Volume
2020-12-07,106.019997,107.610001,104.970001,106.389999,104.711906,11793000
2020-12-08,107.779999,107.839996,105.110001,105.639999,103.973740,9876200
2020-12-09,106.010002,106.599998,103.510002,104.419998,102.772987,8204100
2020-12-10,103.000000,105.110001,102.199997,104.230003,102.585983,7135000
2020-12-11,104.010002,105.120003,103.220001,104.029999,102.389137,7492600
2020-12-14,103.769997,104.900002,103.500000,103.559998,101.926544,5878000
2020-12-15,105.680000,106.379997,104.419998,105.089996,103.432419,7399900
2020-12-16,105.650002,105.669998,103.959999,105.199997,103.540672,5986900
2020-12-17,104.900002,105.320000,103.849998,103.900002,102.692650,7779300
2020-12-18,104.000000,104.800003,103.160004,104.279999,103.068230,7417000
2020-12-21,103.559998,104.959999,103.320000,104.830002,103.611847,6116400
2020-12-22,105.070000,105.220001,102.910004,103.940002,102.732185,5597100
2020-12-23,104.669998,104.870003,103.599998,103.760002,102.554276,3320800
2020-12-24,104.760002,106.339996,104.669998,105.970001,104.738594,3172100
2020-12-28,107.599998,108.169998,105.949997,106.150002,104.916504,5157000
2020-12-29,107.000000,107.150002,105.220001,105.559998,104.333366,4602400
2020-12-30,107.699997,109.699997,107.400002,108.900002,107.634552,9571800
2020-12-31,109.660004,109.669998,108.440002,109.040001,107.772926,4909500
2021-01-04,111.470001,114.099998,110.449997,111.699997,110.402008,11262100
2021-01-05,112.410004,114.949997,112.010002,112.769997,111.459572,10583600
2021-01-06,113.849998,116.389999,112.550003,115.610001,114.266579,10609300
2021-01-07,119.339996,122.940002,117.589996,121.430000,120.018944,13556100
2021-01-08,125.910004,126.290001,116.980003,118.690002,117.310791,18976800
2021-01-11,119.739998,123.599998,118.800003,122.599998,121.175346,12006800
2021-01-12,125.160004,125.199997,121.680000,123.000000,121.570702,14163200
2021-01-13,124.400002,124.800003,118.000000,119.230003,117.844513,20650500
2021-01-14,123.449997,134.649994,121.669998,126.449997,124.980606,37125400
2021-01-15,128.470001,128.539993,123.209999,125.230003,123.774788,17343100
2021-01-19,130.589996,134.050003,128.440002,131.300003,129.774261,20443800
2021-01-20,135.190002,136.130005,130.100006,130.639999,129.121918,17360700
2021-01-21,133.250000,135.399994,132.339996,134.160004,132.601013,15460100
2021-01-22,130.039993,131.250000,128.809998,129.139999,127.639366,19163200
2021-01-25,131.830002,132.169998,127.349998,130.520004,129.003326,20469300
2021-01-26,129.050003,129.320007,126.250000,126.650002,125.178284,17084600
2021-01-27,124.949997,125.099998,121.500000,121.739998,120.325340,16732700
2021-01-28,124.500000,127.580002,123.580002,125.830002,124.367813,14148100
2021-01-29,124.000000,124.360001,120.550003,121.519997,120.107895,15169200
2021-02-01,124.540001,126.849998,123.379997,126.660004,125.188171,10179900
2021-02-02,129.470001,130.250000,127.449997,128.440002,126.947495,9302400
2021-02-03,129.000000,129.139999,126.059998,127.500000,126.018402,9676600
2021-02-04,127.500000,128.199997,125.970001,128.149994,126.660851,7445100
