Date,Open,High,Low,Close,Adj Close,Volume
2021-01-20,164.720001,167.940002,164.440002,164.600006,161.621048,7943300
2021-01-21,165.809998,166.490005,163.339996,164.750000,161.768356,6295700
2021-01-22,164.000000,164.270004,161.520004,162.419998,159.480515,5062300
2021-01-25,164.320007,167.050003,161.729996,164.399994,161.424667,5370800
2021-01-26,164.199997,164.649994,160.910004,162.550003,159.608170,6554200
2021-01-27,158.490005,160.729996,152.690002,153.669998,150.888855,9854000
2021-01-28,156.279999,158.970001,153.110001,155.550003,152.734848,8087400
2021-01-29,160.250000,160.639999,154.750000,156.279999,153.451630,9502100
2021-02-01,157.369995,162.399994,156.490005,161.580002,158.655716,8265100
2021-02-02,164.509995,165.380005,161.300003,164.779999,161.797806,6926500
2021-02-03,167.580002,167.580002,161.800003,162.300003,159.362671,14156700
2021-02-04,150.179993,151.779999,145.199997,147.970001,145.292023,46141800
2021-02-05,148.850006,148.899994,144.619995,145.839996,143.200577,24695400
2021-02-08,147.100006,147.600006,145.300003,147.380005,144.712708,12181600
2021-02-09,147.550003,148.500000,145.899994,146.110001,143.465698,11681300
2021-02-10,147.619995,147.750000,144.369995,145.500000,142.866730,11701300
2021-02-11,145.779999,146.570007,143.529999,145.559998,142.925629,11600200
2021-02-12,145.570007,151.399994,144.869995,147.979996,145.301849,9155200
2021-02-16,149.000000,149.740005,146.059998,147.160004,144.496689,10211900
2021-02-17,145.820007,146.889999,143.419998,144.750000,142.130295,11937200
2021-02-18,143.539993,144.699997,142.960007,143.910004,141.305511,8404400
2021-02-19,144.779999,145.850006,143.490005,144.940002,142.316879,10012500
2021-02-22,142.250000,144.119995,139.080002,139.460007,136.936050,12763900
2021-02-23,136.380005,138.479996,134.440002,137.119995,134.638412,14425300
2021-02-24,136.399994,141.179993,135.089996,141.100006,138.546371,13146200
2021-02-25,139.559998,140.830002,135.020004,135.529999,133.077179,12701100
2021-02-26,136.759995,138.149994,134.699997,136.190002,133.725235,11772600
2021-03-01,137.500000,139.630005,136.460007,139.490005,136.965500,9421400
2021-03-02,140.000000,140.100006,136.770004,137.039993,134.559830,8693200
2021-03-03,135.600006,136.179993,131.539993,131.660004,129.893326,14862700
2021-03-04,132.350006,134.199997,126.580002,127.800003,126.085114,15831100
2021-03-05,130.919998,131.169998,125.400002,129.750000,128.008942,13292000
2021-03-08,129.000000,129.770004,122.989998,123.199997,121.546822,15256100
2021-03-09,127.389999,129.919998,126.330002,129.110001,127.377533,13130200
2021-03-10,130.669998,131.100006,127.639999,127.870003,126.154175,12492300
2021-03-11,131.009995,133.240005,130.009995,131.740005,129.972244,11920200
2021-03-12,129.899994,130.330002,127.620003,129.979996,128.235855,9365700
2021-03-15,130.059998,131.759995,129.119995,131.639999,129.873581,7807200
2021-03-16,132.889999,135.440002,132.289993,133.649994,131.856613,10434700
2021-03-17,131.309998,135.600006,129.679993,133.919998,132.122986,10781500
2021-03-18,132.440002,133.600006,129.660004,129.750000,128.008942,9579000
2021-03-19,129.789993,132.479996,129.169998,131.020004,129.261917,17599900
2021-03-22,132.960007,135.550003,132.600006,134.089996,132.290710,9036900
2021-03-23,134.000000,134.350006,131.410004,132.520004,130.741776,7425700
2021-03-24,132.990005,133.059998,127.110001,127.180000,125.473427,10962300
2021-03-25,126.660004,127.639999,124.389999,127.279999,125.572083,10460800
2021-03-26,127.059998,133.350006,127.040001,132.990005,131.205475,11071600
2021-03-29,132.539993,133.339996,129.770004,131.270004,129.508545,9750100
2021-03-30,130.169998,131.240005,129.070007,130.110001,128.364105,7097300
2021-03-31,130.960007,133.520004,130.570007,132.589996,130.810837,8361300
2021-04-01,134.500000,138.429993,133.600006,137.789993,135.941055,14069600
2021-04-05,139.039993,140.500000,138.229996,140.330002,138.446976,12562800
2021-04-06,139.850006,140.229996,137.639999,138.059998,136.207428,9100000
2021-04-07,138.330002,139.949997,137.399994,139.429993,137.559052,6958500
2021-04-08,140.000000,140.369995,138.809998,140.339996,138.456833,7304900
2021-04-09,139.899994,140.679993,138.880005,140.570007,138.683777,6033200
2021-04-12,138.860001,139.889999,136.050003,137.440002,135.595764,10355500
2021-04-13,138.380005,138.770004,135.750000,137.300003,135.457642,9225200
2021-04-14,137.080002,137.839996,133.910004,134.750000,132.941849,9967800
2021-04-15,136.000000,137.990005,135.570007,137.839996,135.990387,11733200
2021-04-16,137.619995,139.009995,136.649994,138.210007,136.355423,6583900
2021-04-19,136.899994,137.050003,134.089996,135.250000,133.435150,8728900
2021-04-20,134.550003,134.779999,132.789993,133.399994,131.609955,7473700
2021-04-21,132.820007,136.369995,132.500000,136.190002,134.362534,7237900
2021-04-22,135.369995,135.960007,132.470001,132.970001,131.185730,8345100
2021-04-23,133.740005,136.110001,133.539993,135.429993,133.612717,7666600
2021-04-26,135.330002,139.690002,135.119995,138.960007,137.095367,9715400
2021-04-27,138.710007,139.380005,136.979996,138.009995,136.158081,9284500
2021-04-28,138.169998,138.270004,135.750000,136.570007,134.737442,13118100
2021-04-29,145.009995,145.300003,140.669998,142.679993,140.765442,20502100
2021-04-30,141.070007,142.089996,138.259995,138.800003,136.937500,11374600
2021-05-03,139.699997,139.759995,136.869995,137.429993,135.585892,7920300
2021-05-04,136.000000,136.000000,132.419998,134.119995,132.320313,11996300
2021-05-05,136.080002,136.449997,134.110001,134.649994,132.843185,6285500
2021-05-06,134.490005,136.539993,133.100006,136.000000,134.175095,8352500
2021-05-07,136.940002,138.690002,136.289993,137.850006,136.000259,6893700
2021-05-10,136.020004,136.679993,128.820007,128.940002,127.209816,19537200
2021-05-11,125.250000,128.559998,124.769997,128.369995,126.647453,11948000
2021-05-12,126.029999,127.129997,123.680000,124.620003,122.947777,13529600
2021-05-13,127.120003,128.479996,125.870003,127.110001,125.404366,10633000
2021-05-14,128.630005,131.419998,127.809998,130.149994,128.403564,9391100
2021-05-17,129.289993,129.830002,127.709999,129.800003,128.058273,5917400
2021-05-18,130.639999,131.240005,128.789993,128.910004,127.180214,8651100
2021-05-19,127.190002,130.830002,126.449997,130.660004,128.906723,8112900
2021-05-20,131.529999,133.279999,131.460007,132.639999,130.860168,9208400
2021-05-21,132.139999,132.690002,130.490005,131.460007,129.696014,8674000
2021-05-24,131.330002,134.000000,131.330002,132.910004,131.126541,8229300
2021-05-25,133.539993,134.300003,132.800003,133.750000,131.955276,7271400
2021-05-26,133.869995,134.520004,132.220001,133.089996,131.304123,6663300
2021-05-27,132.729996,134.639999,132.710007,133.639999,131.846741,7379300
2021-05-28,134.149994,135.639999,133.949997,134.539993,132.734665,7042200
2021-06-01,135.100006,136.070007,133.529999,133.940002,132.142715,7059600
2021-06-02,133.179993,134.729996,132.470001,133.820007,132.698029,6026000
2021-06-03,132.649994,133.389999,131.419998,131.779999,130.675125,6644000
2021-06-04,132.529999,135.050003,132.199997,134.339996,133.213654,7416700
2021-06-07,133.699997,133.770004,132.639999,133.320007,132.202225,5563300
2021-06-08,134.059998,135.389999,133.000000,134.199997,133.074829,9657900
2021-06-09,135.100006,135.350006,132.789993,132.889999,131.775818,6717200
2021-06-10,133.050003,135.100006,132.580002,134.220001,133.094666,5522300
2021-06-11,133.800003,134.649994,133.649994,134.619995,133.491302,6529900
2021-06-14,135.199997,137.309998,134.789993,137.309998,136.158752,7912600
2021-06-15,137.139999,137.380005,135.229996,135.580002,134.443268,5723600
2021-06-16,136.470001,137.050003,133.660004,134.949997,133.818542,7404700
2021-06-17,134.309998,136.619995,134.089996,135.350006,134.215195,6618300
2021-06-18,134.550003,134.580002,132.240005,133.000000,131.884903,12753600
2021-06-21,133.050003,135.100006,132.660004,133.960007,132.836853,6371400
2021-06-22,134.220001,135.309998,133.289993,135.080002,133.947464,5976400
2021-06-23,134.889999,136.229996,134.809998,135.520004,134.383774,6613800
2021-06-24,136.619995,138.509995,136.350006,137.919998,136.763657,7941700
2021-06-25,138.449997,139.470001,136.970001,137.649994,136.495895,7949200
2021-06-28,138.229996,140.169998,137.979996,139.720001,138.548553,6645500
2021-06-29,139.630005,142.949997,139.250000,142.619995,141.424240,6885400
2021-06-30,142.350006,143.630005,141.839996,142.929993,141.731628,6449700
2021-07-01,142.910004,143.020004,140.350006,140.800003,139.619507,6094100
2021-07-02,141.990005,142.679993,141.250000,142.580002,141.384567,5399100
2021-07-06,143.000000,143.179993,139.679993,141.190002,140.006241,7095200
2021-07-07,142.240005,142.360001,139.059998,139.970001,138.796463,5034900
2021-07-08,137.720001,138.869995,135.600006,138.289993,137.130539,7501100
2021-07-09,137.889999,141.729996,137.809998,141.429993,140.244202,7356800
2021-07-12,141.399994,143.020004,141.199997,142.470001,141.275513,6786500
2021-07-13,142.440002,142.660004,140.419998,141.179993,139.996307,5657600
2021-07-14,143.500000,146.339996,142.500000,143.750000,142.544769,11305700
2021-07-15,144.119995,144.139999,140.720001,141.460007,140.273972,6667400
2021-07-16,141.869995,142.509995,139.529999,139.710007,138.538651,5914300
2021-07-19,138.320007,138.899994,136.809998,138.789993,137.626343,9371300
2021-07-20,139.020004,140.419998,137.199997,139.550003,138.379974,6020400
2021-07-21,139.649994,142.220001,139.649994,142.169998,140.978012,6161900
2021-07-22,142.000000,142.850006,141.500000,142.440002,141.245758,3862600
2021-07-23,143.449997,144.990005,142.029999,144.880005,143.665298,6310400
2021-07-26,143.949997,144.380005,142.240005,143.500000,142.296860,6253900
2021-07-27,142.490005,143.000000,138.210007,140.929993,139.748413,7575800
2021-07-28,141.270004,142.910004,140.139999,142.440002,141.245758,9303400
2021-07-29,146.500000,151.520004,146.410004,150.990005,149.724075,19446900
2021-07-30,149.199997,150.410004,148.360001,149.800003,148.544037,8401500
2021-08-02,150.000000,152.279999,148.210007,148.860001,147.611923,10823800
2021-08-03,148.910004,149.580002,146.559998,147.949997,146.709549,6223400
2021-08-04,148.020004,149.199997,147.330002,148.220001,146.977280,5556400
2021-08-05,147.240005,147.470001,144.570007,146.830002,145.598953,7169200
2021-08-06,146.130005,148.229996,145.919998,146.279999,145.053543,5732300
2021-08-09,146.789993,147.720001,145.750000,146.919998,145.688187,4966600
2021-08-10,147.320007,147.500000,142.399994,145.869995,144.646973,4197100
2021-08-11,146.059998,146.789993,144.399994,146.679993,145.450195,6216000
2021-08-12,147.759995,148.000000,146.389999,147.149994,145.916260,5777700
2021-08-13,147.000000,149.309998,146.929993,148.639999,147.393768,5762500
2021-08-16,148.399994,149.080002,146.720001,148.130005,146.888046,4410800
2021-08-17,146.949997,147.000000,143.570007,144.410004,143.199234,7256800
2021-08-18,143.839996,144.660004,141.979996,142.179993,140.987915,6546500
2021-08-19,140.649994,141.449997,138.960007,140.610001,139.431091,8661000
2021-08-20,140.610001,142.259995,140.300003,142.089996,140.898682,6138300
2021-08-23,142.649994,144.610001,142.350006,144.139999,142.931488,6936900
2021-08-24,144.589996,145.589996,143.839996,144.460007,143.248810,7066800
2021-08-25,144.460007,145.429993,143.470001,143.869995,142.663757,5721600
2021-08-26,143.190002,143.759995,141.619995,142.380005,141.186264,6825100
2021-08-27,142.199997,144.949997,141.919998,144.850006,143.635544,6273000
2021-08-30,145.589996,147.860001,145.559998,145.940002,144.716400,5263600
2021-08-31,146.800003,147.529999,144.559998,146.690002,145.460114,7820500
2021-09-01,146.839996,148.100006,146.220001,146.449997,145.898453,6451400
2021-09-02,146.699997,146.889999,144.509995,145.119995,144.573471,6006700
2021-09-03,145.119995,145.990005,144.229996,144.630005,144.085327,5505800
2021-09-07,144.679993,144.759995,143.119995,143.750000,143.208633,6361200
2021-09-08,143.360001,143.619995,141.490005,142.520004,141.983261,5981300
2021-09-09,142.470001,143.539993,141.449997,141.580002,141.046799,6190800
2021-09-10,143.130005,146.000000,142.539993,142.679993,142.142654,6260200
2021-09-13,144.020004,144.729996,142.029999,143.410004,142.869919,4312800
2021-09-14,144.470001,144.809998,140.619995,141.139999,140.608459,6442100
2021-09-15,140.809998,141.000000,137.520004,138.240005,137.719391,11289100
2021-09-16,137.320007,138.960007,137.320007,138.399994,137.878769,6719900
2021-09-17,137.809998,138.000000,133.139999,133.600006,133.096863,14550500
2021-09-20,131.470001,133.119995,130.610001,132.759995,132.260010,9647100
2021-09-21,133.589996,133.910004,131.279999,131.750000,131.253815,6175300
2021-09-22,132.589996,133.490005,131.979996,133.009995,132.509064,5163000
2021-09-23,133.750000,135.160004,133.220001,133.910004,133.405685,5918900
2021-09-24,133.110001,134.550003,132.800003,133.880005,133.375809,4554600
2021-09-27,132.429993,134.039993,132.020004,133.479996,132.977295,4319500
2021-09-28,131.750000,132.740005,129.699997,129.899994,129.410782,8851700
2021-09-29,130.589996,131.449997,128.889999,129.279999,128.793121,7037200
2021-09-30,130.350006,131.080002,128.699997,128.979996,128.494247,6976800
2021-10-01,129.800003,130.020004,126.470001,128.710007,128.225281,6863700
2021-10-04,128.919998,129.789993,125.919998,126.680000,126.202919,8470300
2021-10-05,126.129997,128.770004,125.690002,127.529999,127.049713,9244300
2021-10-06,126.550003,128.270004,126.070000,128.059998,127.577713,8513700
2021-10-07,129.259995,130.720001,127.589996,127.839996,127.358543,8010600
2021-10-08,128.589996,128.589996,126.209999,126.550003,126.073410,6917500
2021-10-11,126.059998,127.230003,124.879997,124.940002,124.469467,6288200
2021-10-12,125.379997,125.470001,122.169998,122.949997,122.486961,10531500
2021-10-13,125.199997,126.320000,123.519997,125.040001,124.569092,12373800
2021-10-14,126.160004,129.300003,125.989998,128.660004,128.175461,10637900
2021-10-15,129.020004,130.479996,128.679993,130.199997,129.709656,7607100
2021-10-18,129.320007,130.270004,128.240005,130.119995,129.629959,5290000
2021-10-19,131.020004,132.800003,130.320007,132.500000,132.000992,7330700
2021-10-20,132.500000,133.009995,131.259995,132.160004,131.662277,4804100
2021-10-21,132.000000,133.259995,131.399994,133.050003,132.548935,4579200
2021-10-22,132.899994,133.690002,131.429993,131.619995,131.124313,5216200
2021-10-25,131.820007,133.169998,131.300003,131.929993,131.433136,4876300
2021-10-26,132.899994,133.789993,131.070007,131.940002,131.443115,5802200
2021-10-27,131.940002,132.360001,130.509995,131.199997,130.705887,5090400
2021-10-28,131.990005,133.830002,131.869995,133.690002,133.186523,5016700
2021-10-29,132.860001,133.679993,132.449997,133.039993,132.538956,5244800
2021-11-01,132.440002,134.869995,132.440002,134.809998,134.302292,6903000
2021-11-02,134.550003,135.729996,134.119995,135.229996,134.720718,7321900
2021-11-03,135.750000,138.850006,135.039993,138.479996,137.958466,13216000
2021-11-04,156.320007,159.580002,153.300003,156.110001,155.522079,48321500
2021-11-05,157.070007,168.550003,155.910004,163.029999,162.416016,27220600
2021-11-08,163.210007,167.710007,161.279999,165.850006,165.225403,14541400
2021-11-09,166.509995,169.520004,164.380005,166.740005,166.112045,12353900
2021-11-10,165.089996,166.119995,159.029999,159.800003,159.198181,11327100
2021-11-11,161.800003,165.559998,161.389999,164.419998,163.800781,7624200
2021-11-12,165.000000,166.020004,164.330002,164.940002,164.318832,7351900
2021-11-15,166.500000,169.940002,165.809998,168.509995,167.875381,12350200
2021-11-16,168.110001,183.729996,167.059998,181.809998,181.125290,33338200
2021-11-17,180.789993,186.330002,178.630005,183.539993,182.848770,21678900
2021-11-18,185.240005,188.720001,182.750000,186.320007,185.618317,15542600
2021-11-19,184.690002,186.600006,182.300003,185.000000,184.303284,11889100
2021-11-22,181.110001,188.770004,180.979996,181.399994,180.716827,16062800
2021-11-23,180.339996,181.330002,177.020004,180.940002,180.258575,10696200
2021-11-24,179.520004,180.779999,177.330002,180.710007,180.029449,7886200
2021-11-26,175.669998,180.250000,175.059998,175.740005,175.078156,7835900
2021-11-29,179.479996,184.070007,179.000000,183.740005,183.048035,10440500
2021-11-30,183.220001,186.809998,180.339996,180.559998,179.880005,19309200
2021-12-01,180.889999,183.149994,175.320007,175.630005,175.630005,10637700
2021-12-02,172.089996,177.889999,171.210007,177.029999,177.029999,13101400
2021-12-03,178.039993,180.270004,173.710007,176.509995,176.509995,12110300
